accession_name	food_name	genome_accession	species	Sequence_abundance	Adjusted_ANI	Eff_cov	completeness	contamination	contigs	taxonomy
SRR27593225	kantong	LeechJ_xxxx__AF25__bin.17	unknown spp.	13.8355	99.99	8.554	95.9	0	934	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;unknown
SRR27593225	kantong	MASTER_WP4_FFoQSI_2__VB10-22__bin.15	Wickerhamiella versatilis	9.3366	97.84	5.717	83.2	0.6	42	Ascomycota;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Wickerhamiella
SRR27593225	kantong	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	2.0342	99.81	1.097	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593226	dawadawa	EBC_024.4	Kluyveromyces marxianus	0.1836	95.91	0.033	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593226	dawadawa	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.1426	98.03	0.021	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593227	wine palm	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	2.8833	99.29	0.69	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR27593227	wine palm	EBC_024.4	Kluyveromyces marxianus	0.1645	97.45	0.047	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593227	wine palm	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.1104	99.84	0.025	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593228	nono	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	0.6263	99.15	0.131	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR27593229	gari	LeechJ_xxxx__AF82__bin.10	Pichia spp.	4.9466	99.45	3.214	69.4	0.1	2280	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593230	wine palm	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	0.666	99.29	0.242	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR27593230	wine palm	EBC_024.4	Kluyveromyces marxianus	0.0486	98.61	0.021	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593230	wine palm	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.0594	99.61	0.021	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593231	kunu	SternesPR_2017__T1D1_A_shotgun__bin.3	Hanseniaspora opuntiae	6.5782	99.04	3.718	75.6	0.1	892	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR27593231	kunu	LeechJ_xxxx__AF29__bin.14	Candida glabrata	0.7274	99.43	0.288	97.3	1.1	882	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Nakaseomyces
SRR27593232	wine palm	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	1.1638	99.14	0.621	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR27593232	wine palm	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.0678	98.42	0.035	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593232	wine palm	EBC_024.4	Kluyveromyces marxianus	0.0353	99.15	0.022	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593233	otika	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	4.0021	99.73	1.219	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593233	otika	LeechJ_xxxx__AF29__bin.14	Candida glabrata	1.3903	99.06	0.373	97.3	1.1	882	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Nakaseomyces
SRR27593233	otika	EBC_024.4	Kluyveromyces marxianus	0.2117	98.88	0.067	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593233	otika	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.2572	99.17	0.066	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593233	otika	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	0.0984	97.31	0.026	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR27593233	otika	MASTER_WP4_CSIC_2__P2545__bin.25	Geotrichum candidum	0.0982	98.76	0.02	54.7	4.9	4372	Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Geotrichum
SRR27593234	pito	LeechJ_xxxx__AF17__bin.1	Clavispora lusitaniae	24.7974	100	28	98.9	0	181	Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Clavispora
SRR27593234	pito	LeechJ_xxxx__AF17__bin.2	Coniochaeta spp.	34.4192	99.99	14.11	88.7	0.1	1894	Ascomycota;Sordariomycetes;Coniochaetales;Coniochaetaceae;Coniochaeta
SRR27593234	pito	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	0.3194	99.49	0.409	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593234	pito	SternesPR_2017__T1D1_A_shotgun__bin.3	Hanseniaspora opuntiae	0.1551	99.08	0.249	75.6	0.1	892	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR27593234	pito	MASTER_WP4_CSIC_2__P2574__bin.32	Candida tropicalis	0.2072	99.02	0.201	95.3	0.3	1169	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593235	lafun	LeechJ_xxxx__AF82__bin.10	Pichia spp.	0.4561	97.98	0.1	69.4	0.1	2280	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593235	lafun	EBC_024.4	Kluyveromyces marxianus	0.3727	97.79	0.073	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593235	lafun	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	0.2517	98.78	0.047	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593237	cheese wara	EBC_024.4	Kluyveromyces marxianus	40.8187	99.8	17	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593237	cheese wara	GCA_003243815.1_ASM324381v1_genomic	Candida sake	30.3612	99.91	9.089	99.79	0	17	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Spathaspora
SRR27593237	cheese wara	MASTER_WP4_CSIC_2__P2614__bin.19	unknown spp.	6.2011	99.58	4.169	57.7	0	475	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;unknown
SRR27593237	cheese wara	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	0.5206	99.42	0.183	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR27593237	cheese wara	MASTER_WP4_UNINA_1__GO005_71775__bin.6	Debaryomyces hansenii group 1	0.3322	96.45	0.119	99.4	0.1	197	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces
SRR27593237	cheese wara	LeechJ_xxxx__AF17__bin.1	Clavispora lusitaniae	0.2863	98.49	0.102	98.9	0	181	Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Clavispora
SRR27593237	cheese wara	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	0.0867	98.98	0.035	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593238	ogi	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	4.6163	99.53	0.435	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593238	ogi	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	2.1966	98.98	0.181	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR27593238	ogi	MASTER_WP4_CSIC_2__P2545__bin.25	Geotrichum candidum	0.6663	95.55	0.043	54.7	4.9	4372	Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Geotrichum
SRR27593239	ugba	MASTER_WP4_UNINA_1__GO005_71775__bin.6	Debaryomyces hansenii group 1	31.7456	97.01	12.758	99.4	0.1	197	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces
SRR27593239	ugba	MASTER_WP4_CSIC_2__P2614__bin.19	unknown spp.	11.1834	99.7	8.465	57.7	0	475	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;unknown
SRR27593239	ugba	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	12.846	99.89	4.904	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593239	ugba	MASTER_WP4_CSIC_2__P2545__bin.25	Geotrichum candidum	4.2004	98.42	1.291	54.7	4.9	4372	Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Geotrichum
SRR27593239	ugba	MASTER_WP4_TEAGASC_1__TGS02-22__bin.4	Meyerozyma guilliermondii	0.0934	95.03	0.043	94.3	0.1	620	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Meyerozyma
SRR27593239	ugba	EBC_024.4	Kluyveromyces marxianus	0.0658	97.48	0.031	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR3017088	wine	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	99.4875	99.71	195	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR3017088	wine	SternesPR_2017__Y2D1_A_shotgun__bin.5	Metschnikowia pulcherrima	0.4435	97.8	0.746	82.3	0.2	3268	Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
SRR3017088	wine	LeechJ_2020__ERS3967714__bin.6	Saccharomyces uvarum	0.044	99.51	0.094	92.7	2.4	784	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR3017088	wine	MASTER_WP4_UNINA_1__AS006_71775__bin.7	Torulaspora delbrueckii	0.0156	99.22	0.051	62.8	0	1896	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Torulaspora
SRR3017088	wine	SternesPR_2017__Y2D1_A_shotgun__bin.3	Hanseniaspora uvarum	0.0094	99.12	0.026	79.9	0	389	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR3017090	wine	SternesPR_2017__Y2D1_A_shotgun__bin.3	Hanseniaspora uvarum	87.2866	99.97	188	79.9	0	389	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR3017090	wine	SternesPR_2017__T1D1_A_shotgun__bin.3	Hanseniaspora opuntiae	2.5579	99.99	5.687	75.6	0.1	892	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR3017090	wine	SternesPR_2017__T1D1_A_shotgun__bin.1	Rhodotorula graminis	3.8433	99.95	4.122	57.7	0	4037	Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula
SRR3017090	wine	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	1.1749	99.67	1.823	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR3017090	wine	SternesPR_2017__Y3D1_B_shotgun__bin.2	Aureobasidium pullulans	1.943	99.74	1.368	90.3	0.3	3405	Ascomycota;Dothideomycetes;Dothideales;Saccotheciaceae;Aureobasidium
SRR3017090	wine	SternesPR_2017__Y2D1_A_shotgun__bin.5	Metschnikowia pulcherrima	0.4662	99.62	0.621	82.3	0.2	3268	Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
SRR3017090	wine	MASTER_WP4_UNINA_1__AS006_71775__bin.7	Torulaspora delbrueckii	0.1735	99.76	0.445	62.8	0	1896	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Torulaspora
SRR3017090	wine	LeechJ_2020__ERS3967694__bin.3	Starmerella bacillaris	0.0167	98.59	0.034	70.1	0.6	731	Ascomycota;Saccharomycetes;Saccharomycetales;unknown;Starmerella
SRR3017090	wine	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	0.0118	98.99	0.021	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR3017091	wine	SternesPR_2017__Y2D1_A_shotgun__bin.3	Hanseniaspora uvarum	89.5582	99.99	211	79.9	0	389	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR3017091	wine	SternesPR_2017__T1D1_A_shotgun__bin.3	Hanseniaspora opuntiae	1.8736	99.85	4.556	75.6	0.1	892	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR3017091	wine	SternesPR_2017__T1D1_A_shotgun__bin.1	Rhodotorula graminis	2.9723	99.77	3.487	57.7	0	4037	Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula
SRR3017091	wine	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	0.8406	99.63	1.427	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR3017091	wine	SternesPR_2017__Y3D1_B_shotgun__bin.2	Aureobasidium pullulans	1.5976	99.7	1.23	90.3	0.3	3405	Ascomycota;Dothideomycetes;Dothideales;Saccotheciaceae;Aureobasidium
SRR3017091	wine	SternesPR_2017__Y2D1_A_shotgun__bin.5	Metschnikowia pulcherrima	0.4404	99.61	0.642	82.3	0.2	3268	Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
SRR3017091	wine	MASTER_WP4_UNINA_1__AS006_71775__bin.7	Torulaspora delbrueckii	0.1337	99.7	0.375	62.8	0	1896	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Torulaspora
SRR3017091	wine	LeechJ_2020__ERS3967694__bin.3	Starmerella bacillaris	0.0093	99.91	0.021	70.1	0.6	731	Ascomycota;Saccharomycetes;Saccharomycetales;unknown;Starmerella
SRR3017091	wine	MASTER_WP4_TEAGASC_1__TGS02-22__bin.4	Meyerozyma guilliermondii	0.0102	97.52	0.02	94.3	0.1	620	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Meyerozyma
SRR3017091	wine	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	0.0056	100	0.011	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR3017093	wine	SternesPR_2017__Y2D1_A_shotgun__bin.3	Hanseniaspora uvarum	75.9223	99.99	167	79.9	0	389	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR3017093	wine	SternesPR_2017__Y2D1_A_shotgun__bin.5	Metschnikowia pulcherrima	9.4935	99.67	12.912	82.3	0.2	3268	Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
SRR3017093	wine	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	6.7042	99.72	10.625	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR3017093	wine	SternesPR_2017__Y3D1_B_shotgun__bin.2	Aureobasidium pullulans	2.7194	99.91	1.955	90.3	0.3	3405	Ascomycota;Dothideomycetes;Dothideales;Saccotheciaceae;Aureobasidium
SRR3017093	wine	SternesPR_2017__T1D1_A_shotgun__bin.3	Hanseniaspora opuntiae	0.7448	99.58	1.691	75.6	0.1	892	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR3017093	wine	MASTER_WP4_UNINA_1__AS006_71775__bin.7	Torulaspora delbrueckii	0.2424	99.68	0.635	62.8	0	1896	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Torulaspora
SRR3017093	wine	SternesPR_2017__T1D1_A_shotgun__bin.1	Rhodotorula graminis	0.2789	99.74	0.305	57.7	0	4037	Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula
SRR3017093	wine	LeechJ_xxxx__AF29__bin.14	Candida glabrata	0.0244	96.68	0.039	97.3	1.1	882	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Nakaseomyces
SRR3017094	wine	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	86.6611	99.82	165	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR3017094	wine	SternesPR_2017__Y2D1_A_shotgun__bin.3	Hanseniaspora uvarum	9.0821	99.97	24	79.9	0	389	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR3017094	wine	SternesPR_2017__Y2D1_A_shotgun__bin.5	Metschnikowia pulcherrima	0.7967	99.12	1.302	82.3	0.2	3268	Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
SRR3017094	wine	SternesPR_2017__Y3D1_B_shotgun__bin.2	Aureobasidium pullulans	0.4736	99.59	0.409	90.3	0.3	3405	Ascomycota;Dothideomycetes;Dothideales;Saccotheciaceae;Aureobasidium
SRR3017094	wine	SternesPR_2017__T1D1_A_shotgun__bin.1	Rhodotorula graminis	0.1474	99.69	0.194	57.7	0	4037	Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula
SRR3017094	wine	SternesPR_2017__T1D1_A_shotgun__bin.3	Hanseniaspora opuntiae	0.0617	98.95	0.168	75.6	0.1	892	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR3017094	wine	MASTER_WP4_UNINA_1__AS006_71775__bin.7	Torulaspora delbrueckii	0.0289	99.36	0.091	62.8	0	1896	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Torulaspora
SRR3017095	wine	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	86.0293	99.82	161	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR3017095	wine	SternesPR_2017__Y2D1_A_shotgun__bin.3	Hanseniaspora uvarum	8.8549	99.97	23	79.9	0	389	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR3017095	wine	SternesPR_2017__Y2D1_A_shotgun__bin.5	Metschnikowia pulcherrima	0.8337	99.17	1.339	82.3	0.2	3268	Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
SRR3017095	wine	SternesPR_2017__Y3D1_B_shotgun__bin.2	Aureobasidium pullulans	0.5748	99.57	0.488	90.3	0.3	3405	Ascomycota;Dothideomycetes;Dothideales;Saccotheciaceae;Aureobasidium
SRR3017095	wine	SternesPR_2017__T1D1_A_shotgun__bin.1	Rhodotorula graminis	0.1998	99.67	0.258	57.7	0	4037	Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula
SRR3017095	wine	SternesPR_2017__T1D1_A_shotgun__bin.3	Hanseniaspora opuntiae	0.0641	98.83	0.172	75.6	0.1	892	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR3017095	wine	MASTER_WP4_UNINA_1__AS006_71775__bin.7	Torulaspora delbrueckii	0.0328	98.98	0.101	62.8	0	1896	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Torulaspora
SRR3017096	wine	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	86.529	99.85	162	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR3017096	wine	SternesPR_2017__Y2D1_A_shotgun__bin.3	Hanseniaspora uvarum	1.4041	99.78	3.649	79.9	0	389	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR3017096	wine	SternesPR_2017__Y2D1_A_shotgun__bin.5	Metschnikowia pulcherrima	1.9805	99.44	3.182	82.3	0.2	3268	Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
SRR3017096	wine	SternesPR_2017__T1D1_A_shotgun__bin.3	Hanseniaspora opuntiae	0.9117	99.72	2.445	75.6	0.1	892	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR3017096	wine	MASTER_WP4_UNINA_1__AS006_71775__bin.7	Torulaspora delbrueckii	0.7483	99.73	2.315	62.8	0	1896	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Torulaspora
SRR3017096	wine	SternesPR_2017__Y2D1_B_shotgun__bin.4	Hanseniaspora osmophila	0.621	99.91	1.282	96.2	0.1	784	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR3017096	wine	SternesPR_2017__Y3D1_B_shotgun__bin.2	Aureobasidium pullulans	0.5	99.64	0.425	90.3	0.3	3405	Ascomycota;Dothideomycetes;Dothideales;Saccotheciaceae;Aureobasidium
SRR3017096	wine	LeechJ_2020__ERS3967714__bin.6	Saccharomyces uvarum	0.0239	99.95	0.049	92.7	2.4	784	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR3017097	wine	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	88.7499	99.86	167	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR3017097	wine	SternesPR_2017__Y2D1_A_shotgun__bin.3	Hanseniaspora uvarum	1.5012	99.81	3.92	79.9	0	389	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR3017097	wine	SternesPR_2017__Y2D1_A_shotgun__bin.5	Metschnikowia pulcherrima	2.1302	99.51	3.44	82.3	0.2	3268	Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
SRR3017097	wine	SternesPR_2017__T1D1_A_shotgun__bin.3	Hanseniaspora opuntiae	1.1867	99.56	3.199	75.6	0.1	892	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR3017097	wine	MASTER_WP4_UNINA_1__AS006_71775__bin.7	Torulaspora delbrueckii	1.0135	99.59	3.151	62.8	0	1896	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Torulaspora
SRR3017097	wine	SternesPR_2017__Y2D1_B_shotgun__bin.4	Hanseniaspora osmophila	0.7145	99.94	1.483	96.2	0.1	784	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR3017097	wine	SternesPR_2017__Y3D1_B_shotgun__bin.2	Aureobasidium pullulans	0.4919	99.5	0.42	90.3	0.3	3405	Ascomycota;Dothideomycetes;Dothideales;Saccotheciaceae;Aureobasidium
SRR3017097	wine	LeechJ_2020__ERS3967714__bin.6	Saccharomyces uvarum	0.0456	99.61	0.094	92.7	2.4	784	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR3017100	wine	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	95.6122	99.86	185	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR3017100	wine	SternesPR_2017__Y2D1_B_shotgun__bin.4	Hanseniaspora osmophila	2.3393	99.93	4.992	96.2	0.1	784	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR3017100	wine	SternesPR_2017__Y2D1_A_shotgun__bin.3	Hanseniaspora uvarum	0.3161	99.75	0.849	79.9	0	389	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR3017100	wine	SternesPR_2017__Y2D1_A_shotgun__bin.5	Metschnikowia pulcherrima	0.2968	99.56	0.493	82.3	0.2	3268	Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
SRR3017100	wine	MASTER_WP4_UNINA_1__AS006_71775__bin.7	Torulaspora delbrueckii	0.0544	99.78	0.174	62.8	0	1896	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Torulaspora
SRR3017100	wine	SternesPR_2017__T1D1_A_shotgun__bin.3	Hanseniaspora opuntiae	0.0289	99.45	0.08	75.6	0.1	892	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR3017100	wine	LeechJ_2020__ERS3967714__bin.6	Saccharomyces uvarum	0.0121	99.85	0.026	92.7	2.4	784	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR3017100	wine	SternesPR_2017__Y3D1_B_shotgun__bin.2	Aureobasidium pullulans	0.0251	99.52	0.022	90.3	0.3	3405	Ascomycota;Dothideomycetes;Dothideales;Saccotheciaceae;Aureobasidium
SRR3017103	wine	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	87.7988	99.87	148	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR3017103	wine	SternesPR_2017__Y3D1_B_shotgun__bin.2	Aureobasidium pullulans	8.4725	99.99	6.478	90.3	0.3	3405	Ascomycota;Dothideomycetes;Dothideales;Saccotheciaceae;Aureobasidium
SRR3017103	wine	SternesPR_2017__Y2D1_A_shotgun__bin.3	Hanseniaspora uvarum	0.8172	99.94	1.912	79.9	0	389	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR3017103	wine	MASTER_WP4_UNINA_1__AS006_71775__bin.7	Torulaspora delbrueckii	0.5535	99.8	1.542	62.8	0	1896	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Torulaspora
